iter	RMSE
1512	0.09236110848
1513	0.0922560271
1514	0.09213979529
1515	0.09203901577
1516	0.09196997554
1517	0.09188607006
1518	0.09184234533
1519	0.09169980082
1520	0.091620659
1521	0.09156417886
1522	0.09143170401
1523	0.09132906834
1524	0.09123019645
1525	0.09118207773
1526	0.09111449764
1527	0.09109984583
1528	0.09106979378
1529	0.09093417303
1530	0.09085758839
1531	0.09076539544
1532	0.09070935242
1533	0.09063666973
1534	0.09058798552
1535	0.09049865799
1536	0.09035151764
1537	0.09023382424
1538	0.09018255934
1539	0.09009236262
1540	0.09001093497
1541	0.08995909762
1542	0.08990896507
1543	0.08977588899
1544	0.08962227936
1545	0.08953661824
1546	0.08943444095
1547	0.08934852334
1548	0.08927341723
1549	0.08921758694
1550	0.08914176102
1551	0.08907229375
1552	0.08901591928
1553	0.08896548149
1554	0.08886584146
1555	0.08876219607
1556	0.08866817864
1557	0.08854890097
1558	0.08845947702
1559	0.0883323774
1560	0.08825302518
1561	0.08820661565
1562	0.08810912274
1563	0.08793846492
1564	0.08784552807
1565	0.08782505361
1566	0.08776723446
1567	0.08770193736
1568	0.08763777144
1569	0.08754470889
1570	0.08747920024
1571	0.08741122806
1572	0.08734859406
1573	0.08725497624
1574	0.08713015982
1575	0.0870528985
1576	0.08697596883
1577	0.08686121197
1578	0.08675835409
1579	0.08671964784
1580	0.08665779579
1581	0.08663531703
1582	0.08655222954
1583	0.08651332643
1584	0.08645475981
1585	0.08638194007
1586	0.0863283167
1587	0.08623912008
1588	0.08622434109
1589	0.08619177943
1590	0.08612398275
1591	0.08599323334
1592	0.08593617375
1593	0.08587083239
1594	0.0857877089
1595	0.08569699611
1596	0.08562218976
1597	0.08559142704
1598	0.0854748093
1599	0.08538162487
1600	0.08530982052
1601	0.0852327192
1602	0.08517754995
1603	0.0850906883
1604	0.08504062978
1605	0.08492991339
1606	0.08490929327
1607	0.08480959518
1608	0.08469945269
1609	0.08462616497
1610	0.08454316422
1611	0.08443641185
1612	0.08434564435
1613	0.08425173313
1614	0.08415005386
1615	0.08412947806
1616	0.08404773421
1617	0.08397968674
1618	0.08394592618
1619	0.08392017485
1620	0.08380503457
1621	0.08371217263
1622	0.08366009012
1623	0.08355234332
1624	0.08348458431
1625	0.0834117951
1626	0.0833157003
1627	0.08327296575
1628	0.08314517267
1629	0.08308453885
1630	0.08300472542
1631	0.08285893992
1632	0.0827624417
1633	0.08265651127
1634	0.08260748413
1635	0.08253560898
1636	0.08244946381
1637	0.08235492401
1638	0.0823004554
1639	0.08223874569
1640	0.08213273929
1641	0.08205032313
1642	0.08196481558
1643	0.08192225991
1644	0.08183410336
1645	0.08168918085
1646	0.08161426219
1647	0.08152968434
1648	0.08143649306
1649	0.08131975353
1650	0.08126118472
1651	0.08118331298
1652	0.08115116949
1653	0.08110088639
1654	0.08101205806
1655	0.08096159882
1656	0.0808681568
1657	0.08080992042
1658	0.0807386796
1659	0.08066646413
1660	0.08057058402
1661	0.08049788837
1662	0.08042715104
1663	0.08037460616
1664	0.08027636159
1665	0.08019356933
1666	0.08009849136
1667	0.08003772031
1668	0.08002615453
1669	0.07993023039
1670	0.07986793974
1671	0.07980811409
1672	0.07973956298
1673	0.0796271927
1674	0.07952627512
1675	0.07941526768
1676	0.0793188541
1677	0.07923126343
1678	0.07917329443
1679	0.07909465813
1680	0.07901913976
1681	0.07898519792
1682	0.07887150405
1683	0.07883084885
1684	0.0787737678
1685	0.07867262977
1686	0.07860472723
1687	0.07855573313
1688	0.07852665971
1689	0.07844383806
1690	0.07838155618
1691	0.07830229929
1692	0.07825718665
1693	0.07819938638
1694	0.0780623274
1695	0.07801220292
1696	0.07791078156
1697	0.07779789183
1698	0.07768627867
1699	0.07763617065
1700	0.0775824084
1701	0.07752410147
1702	0.07745647324
1703	0.07742098804
1704	0.07735908851
1705	0.0773067674
1706	0.07724667192
1707	0.0771763273
1708	0.07708824856
1709	0.07704460845
1710	0.07694702761
1711	0.0768804667
1712	0.07682806121
1713	0.07677712475
1714	0.0766991831
1715	0.07660728718
1716	0.07648502091
1717	0.07643012853
1718	0.07633660849
1719	0.07625385388
1720	0.07618917625
1721	0.07610945914
1722	0.07599352363
1723	0.0759412492
1724	0.07585827539
1725	0.07575532563
1726	0.07568342546
1727	0.07554179381
1728	0.07547546878
1729	0.07545313318
1730	0.07537752432
1731	0.07533622136
1732	0.07529941886
1733	0.07519196336
1734	0.07514777368
1735	0.07505364179
1736	0.07498394549
1737	0.07494307017
1738	0.07482801997
1739	0.07473751519
1740	0.07471888421
1741	0.0746744827
1742	0.07459178044
1743	0.07450914585
1744	0.07446909945
1745	0.07443201391
1746	0.07436980902
1747	0.07433426366
1748	0.0742606432
1749	0.07422878008
1750	0.07420480427
1751	0.07413734613
1752	0.07410618142
1753	0.07403543269
1754	0.07397371393
1755	0.07391129255
1756	0.07389537551
1757	0.0738247564
1758	0.07369427386
1759	0.0736571059
1760	0.07360957598
1761	0.07353511617
1762	0.07350215572
1763	0.07348357425
1764	0.07341756465
1765	0.07331325124
1766	0.07323727619
1767	0.07318435177
1768	0.0730974843
1769	0.07302033152
1770	0.07291484022
1771	0.07288351464
1772	0.07279237102
1773	0.07270640706
1774	0.07266095521
1775	0.07255776593
1776	0.07252687753
1777	0.07248120951
1778	0.07242703267
1779	0.07233518191
1780	0.07227550753
1781	0.07223394284
1782	0.07220453544
1783	0.07218446957
1784	0.07213111692
1785	0.07205112544
1786	0.07199516762
1787	0.07194653588
1788	0.07189792432
1789	0.07184757164
1790	0.07178029596
1791	0.07171863689
1792	0.0716437871
1793	0.07161464978
1794	0.07150890761
1795	0.07143167456
1796	0.07137447831
1797	0.07132826367
1798	0.07125701217
1799	0.07121366594
1800	0.07115050099
1801	0.07103996487
1802	0.07093203253
1803	0.07085448612
1804	0.07079511894
1805	0.07073738893
1806	0.07069158309
1807	0.07063129004
1808	0.07053482322
1809	0.07048675322
1810	0.07042021409
1811	0.0703097873
1812	0.07025079502
1813	0.07018443677
1814	0.07013529138
1815	0.07006859952
1816	0.07002850171
1817	0.06993431911
1818	0.0698267797
1819	0.06976737287
1820	0.06973169597
1821	0.06968443242
1822	0.06964883128
1823	0.06956920662
1824	0.06953649771
1825	0.06950994921
1826	0.06944347735
1827	0.06940972652
1828	0.06933598736
1829	0.06927320067
1830	0.06922105158
1831	0.06917632276
1832	0.06907823899
1833	0.06899294855
1834	0.06895121847
1835	0.06885235698
1836	0.06882089991
1837	0.06875767929
1838	0.06865412767
1839	0.06855309433
1840	0.06847129665
1841	0.06844679919
1842	0.06837120206
1843	0.06830650105
1844	0.06825839409
1845	0.06822869064
1846	0.06813460208
1847	0.06810897039
1848	0.06805413909
1849	0.06795423776
1850	0.0678638511
1851	0.06783620889
1852	0.06774991573
1853	0.06769965594
1854	0.06764658242
1855	0.06761474222
1856	0.06755648909
1857	0.06749339178
1858	0.06741111831
1859	0.06736655721
1860	0.06734849975
1861	0.06726617575
1862	0.06723163183
1863	0.06717979129
1864	0.06713519087
1865	0.06702360819
1866	0.06692337313
1867	0.0668523776
1868	0.0667916962
1869	0.0667478888
1870	0.06666730814
1871	0.06658476086
1872	0.06650205068
1873	0.06645587873
1874	0.06638064536
1875	0.06633993656
1876	0.06627803233
1877	0.06622006515
1878	0.066157599
1879	0.06612162175
1880	0.06604534959
1881	0.06593485198
1882	0.06590711137
1883	0.0658518209
1884	0.06575809222
1885	0.06570183678
1886	0.06561380933
1887	0.06557751752
1888	0.06553261084
1889	0.06545603378
1890	0.0653815808
1891	0.06532187593
1892	0.06531539194
1893	0.06527979697
1894	0.06525991132
1895	0.06517104684
1896	0.06514035675
1897	0.06504593526
1898	0.06497326769
1899	0.06492965358
1900	0.06482541752
1901	0.0647269934
1902	0.06467963545
1903	0.06461999377
1904	0.06454113415
1905	0.06449684745
1906	0.064432709
1907	0.06437139947
1908	0.06429013571
1909	0.06419786696
1910	0.06413191741
1911	0.06406406627
1912	0.06403497872
1913	0.06398715768
1914	0.06397768814
1915	0.06393386612
1916	0.0638877733
1917	0.06381554481
1918	0.06375470003
1919	0.06372133943
1920	0.06365042441
1921	0.06363143356
1922	0.06359681614
1923	0.0635149396
1924	0.06347249066
1925	0.06344116103
1926	0.06331563938
1927	0.06327720582
1928	0.06325151536
1929	0.06318696793
1930	0.06313532622
1931	0.06308736032
1932	0.0630546199
1933	0.0630092092
1934	0.06295290758
1935	0.06293762591
1936	0.06289049827
1937	0.06284528072
1938	0.06275027935
1939	0.06269511619
1940	0.06263680542
1941	0.06257912975
1942	0.06250462787
1943	0.06248180522
1944	0.06245603793
1945	0.06241121196
1946	0.06234650467
1947	0.06227627528
1948	0.06222710436
1949	0.06216364062
1950	0.06212215523
1951	0.06209160276
1952	0.06197725251
1953	0.0619050839
1954	0.06183038647
1955	0.06177923028
1956	0.06167779569
1957	0.06162593809
1958	0.06156375704
1959	0.06150987837
1960	0.06147058452
1961	0.06144269367
1962	0.06135923579
1963	0.06128563677
1964	0.06124041359
1965	0.06119827848
1966	0.06117077383
1967	0.06112340081
1968	0.06106452986
1969	0.06104044681
1970	0.0609913549
1971	0.06089442627
1972	0.06086336029
1973	0.06080759917
1974	0.06077723308
1975	0.06071747996
1976	0.06064914527
1977	0.06061894379
1978	0.06056663508
1979	0.06051475628
1980	0.06042914922
1981	0.06036332328
1982	0.06029465775
1983	0.06026735215
1984	0.06019833065
1985	0.06017675189
1986	0.06014894614
1987	0.06003214193
1988	0.05997690438
1989	0.05990905065
1990	0.05984984508
1991	0.05979697123
1992	0.05974231905
1993	0.05967192776
1994	0.05959180646
1995	0.05954038885
1996	0.05950382627
1997	0.05943845925
1998	0.05938794885
1999	0.05931025355
2000	0.05924470892
2001	0.05920764863
2002	0.05914622545
2003	0.05910941269
2004	0.05905315105
2005	0.05901112239
2006	0.05894929068
2007	0.05889385045
2008	0.0588196046
2009	0.05876681233
2010	0.05873411044
2011	0.05868590253
2012	0.05862823598
2013	0.05858953463
2014	0.05854543717
2015	0.05848992837
2016	0.05842930028
2017	0.05833860327
2018	0.05829985698
2019	0.05826564556
2020	0.05819284496
2021	0.05814027207
2022	0.0580931474
2023	0.05802406632
2024	0.05797310908
2025	0.05793325152
2026	0.0578971102
2027	0.05786917626
2028	0.05776380829
2029	0.05771404951
2030	0.05763865493
2031	0.05762326009
2032	0.0576058858
2033	0.05755371804
2034	0.0574939466
2035	0.05743284679
2036	0.05742761103
2037	0.05737175843
2038	0.05733114194
2039	0.05729803366
2040	0.05727082286
2041	0.05721562229
2042	0.05714540932
2043	0.05713141376
2044	0.05708142082
2045	0.0570226152
2046	0.05694956763
2047	0.05688367592
2048	0.05687283295
2049	0.05682590137
2050	0.05675994388
2051	0.05666900031
2052	0.05661437258
2053	0.05660275695
2054	0.05655285268
2055	0.05650603439
2056	0.05646872998
2057	0.05643877245
2058	0.056391439
2059	0.05637842021
2060	0.05630929132
2061	0.05624444225
2062	0.05616861519
2063	0.05608725537
2064	0.05604018412
2065	0.05598187627
2066	0.05592736113
2067	0.05584170064
2068	0.05577611249
2069	0.0557491808
2070	0.05569796864
2071	0.05562908798
2072	0.05557602508
2073	0.05555386991
2074	0.05551818707
2075	0.05548752426
2076	0.05545032465
2077	0.05539584882
2078	0.05532310573
2079	0.05529337101
2080	0.05525850185
2081	0.05521883593
2082	0.05520403587
2083	0.0551751492
2084	0.0551429866
2085	0.05504172079
2086	0.05501590749
2087	0.05497647933
2088	0.05494642045
2089	0.05492148123
2090	0.05488373904
2091	0.05486909786
2092	0.05484158924
2093	0.05475371314
2094	0.05468688962
2095	0.0546084511
2096	0.05454789382
2097	0.05451890849
2098	0.05446967853
2099	0.05445591522
2100	0.05440271602
2101	0.05434169426
2102	0.05427924692
2103	0.05425841146
2104	0.05420354093
2105	0.05411470076
2106	0.0540507821
2107	0.05402061421
2108	0.05398959783
2109	0.05393772262
2110	0.0538504722
2111	0.05380806531
2112	0.05376573111
2113	0.05367516899
2114	0.05360505887
2115	0.05357629872
2116	0.05355184665
2117	0.05349971954
2118	0.05346974091
2119	0.0534516097
2120	0.05341779638
2121	0.0533890475
2122	0.0533417984
2123	0.05329321588
2124	0.05322852696
2125	0.05320379019
2126	0.05317174728
2127	0.05312516588
2128	0.05307570981
2129	0.05301830942
2130	0.05299013626
2131	0.05293011711
2132	0.05290272489
2133	0.05286431875
2134	0.05283817076
2135	0.05277188556
2136	0.05273811028
2137	0.05268333076
2138	0.05265589814
2139	0.05263220231
2140	0.05261162723
2141	0.05254190569
2142	0.05247556501
2143	0.05242764687
2144	0.05236571153
2145	0.05230975572
2146	0.05225945064
2147	0.0522183151
2148	0.05216102042
2149	0.05211041933
2150	0.0520660134
2151	0.05202907904
2152	0.05198239252
2153	0.05195598439
2154	0.05189857852
2155	0.05188035042
2156	0.05182035345
2157	0.05180758793
2158	0.05177726602
2159	0.05173816456
2160	0.05169519534
2161	0.05165565266
2162	0.05162282166
2163	0.05158345562
2164	0.05153763595
2165	0.05147210144
2166	0.05143722584
2167	0.05136738652
2168	0.05131513256
2169	0.05124131324
2170	0.05116470755
2171	0.05115177813
2172	0.05112361093
2173	0.05108728668
2174	0.05106407273
2175	0.05104920199
2176	0.05101954002
2177	0.05098097979
2178	0.05093147805
2179	0.05091086091
2180	0.0508549708
2181	0.05081795392
2182	0.05079746853
2183	0.05076158002
2184	0.05072250269
2185	0.05067862388
2186	0.0506288305
2187	0.05058619847
2188	0.05055344052
2189	0.05052903201
2190	0.05047633484
2191	0.0504403749
2192	0.05038366892
2193	0.05032023403
2194	0.05027816656
2195	0.05019854698
2196	0.05016210473
2197	0.05013598793
2198	0.05009375445
2199	0.05005029183
2200	0.05002215284
2201	0.04997715897
2202	0.04995141302
2203	0.04993823076
2204	0.04989506009
2205	0.04986039539
2206	0.04977703909
2207	0.04973145869
2208	0.04967369533
2209	0.04965008083
2210	0.04961250413
2211	0.04958546238
2212	0.04952972733
2213	0.04950868996
2214	0.04948178712
2215	0.04944049245
2216	0.04939756517
2217	0.04934770966
2218	0.04928721554
2219	0.04922882736
2220	0.04917195778
2221	0.04910039037
2222	0.04905222501
2223	0.04900419398
2224	0.04895391787
2225	0.0489349184
2226	0.04890637523
2227	0.04885797826
2228	0.04880021247
2229	0.04875996931
2230	0.04869861944
2231	0.04861643779
2232	0.0485816173
2233	0.0485549805
2234	0.04851726323
2235	0.0484805524
2236	0.04838144573
2237	0.04835599778
2238	0.04832684964
2239	0.04828353558
2240	0.04822831742
2241	0.04820343482
2242	0.04818334653
2243	0.04815876306
2244	0.0481050838
2245	0.04805481916
2246	0.04800966099
2247	0.04798920704
2248	0.04796038692
2249	0.04791313394
2250	0.0478861517
2251	0.04784546912
2252	0.04781954019
2253	0.04775936456
2254	0.04768165849
2255	0.04766201158
2256	0.04763043442
2257	0.04756637987
2258	0.04748942721
2259	0.04746664295
2260	0.04739992411
2261	0.04735094812
2262	0.0473040214
2263	0.04728760421
2264	0.04724832849
2265	0.04717685019
2266	0.04712917608
2267	0.04710340803
2268	0.04705240646
2269	0.04702542797
2270	0.04697705867
2271	0.04691521549
2272	0.04686778467
2273	0.04683348397
2274	0.04678261239
2275	0.04676571744
2276	0.04670665279
2277	0.04668136589
2278	0.04666901241
2279	0.04661290213
2280	0.04653252414
2281	0.04648300732
2282	0.04647078664
2283	0.04644888468
2284	0.04637572714
2285	0.046325444
2286	0.04627158177
2287	0.04624317244
2288	0.0462220239
2289	0.0461566552
2290	0.04612754954
2291	0.04608637612
2292	0.04605550318
2293	0.04601035259
2294	0.04596857062
2295	0.04594765004
2296	0.04588008801
2297	0.04585109152
2298	0.04583556412
2299	0.04575985483
2300	0.04571759004
2301	0.04564709524
2302	0.04560284311
2303	0.04558666292
2304	0.0455506266
2305	0.04553747796
2306	0.04549804974
2307	0.04545964427
2308	0.0454454203
2309	0.04541366606
2310	0.04538148243
2311	0.04530333079
2312	0.04528300316
2313	0.04525218646
2314	0.0452140895
2315	0.04516495104
2316	0.04514118232
2317	0.04510764186
2318	0.04504426574
2319	0.04501358159
2320	0.04497334066
2321	0.04492664066
2322	0.04490406529
2323	0.0448600693
2324	0.04481301428
2325	0.04477480804
2326	0.04475557569
2327	0.04471783058
2328	0.04469406977
2329	0.04466089259
2330	0.04462865179
2331	0.04456578194
2332	0.04453118403
2333	0.0444840234
2334	0.04445913145
2335	0.044439772
2336	0.04440068327
2337	0.04437961937
2338	0.04432751655
2339	0.04428421799
2340	0.0442414297
2341	0.04421960217
2342	0.0441839825
2343	0.04414270097
2344	0.04409134183
2345	0.04406598402
2346	0.04402638358
2347	0.04400607634
2348	0.04397260894
2349	0.04390210311
2350	0.04388783955
2351	0.0438460092
2352	0.04383072609
2353	0.04378578501
2354	0.04378049351
2355	0.04375590536
2356	0.04371513808
2357	0.0436664247
2358	0.04365213763
2359	0.04358875605
2360	0.04357247217
2361	0.04353626276
2362	0.04348242621
2363	0.04346352115
2364	0.04343743058
2365	0.0433983942
2366	0.04334744954
2367	0.04330812618
2368	0.04326961987
2369	0.04323296695
2370	0.04318312458
2371	0.04315212151
2372	0.04310424119
2373	0.04307707703
2374	0.04303715213
2375	0.04298895017
2376	0.0429549922
2377	0.04292557057
2378	0.04290045507
2379	0.04287620419
2380	0.04286120169
2381	0.04279731154
2382	0.0427637716
2383	0.0427332864
2384	0.04269229665
2385	0.04265878852
2386	0.04260862336
2387	0.04257360382
2388	0.04254497633
2389	0.04251611494
2390	0.04248685613
2391	0.04245063835
2392	0.042436732
2393	0.04241068684
2394	0.04239744355
2395	0.04236344206
2396	0.04232854647
2397	0.04225530645
2398	0.04221527634
2399	0.04219099569
2400	0.0421616406
2401	0.04213251546
2402	0.04210598666
2403	0.04209163266
2404	0.04206132469
2405	0.0420044925
2406	0.04199675841
2407	0.04197812848
2408	0.04197000348
2409	0.04194283878
2410	0.04191370513
2411	0.04187839459
2412	0.04183255018
2413	0.04179293154
2414	0.04172915955
2415	0.04170189728
2416	0.04167876852
2417	0.04165404903
2418	0.04160968676
2419	0.04156983432
2420	0.04154261271
2421	0.0415145004
2422	0.04149209814
2423	0.04145477573
2424	0.0414366801
2425	0.04140045898
2426	0.0413555788
2427	0.04130236596
2428	0.04124245123
2429	0.0412008336
2430	0.04118252503
2431	0.041130159
2432	0.04110371567
2433	0.04106228909
2434	0.04104485146
2435	0.04102535053
2436	0.0409525945
2437	0.04092408993
2438	0.04089199823
2439	0.04085778584
2440	0.04083334899
2441	0.04081348242
2442	0.04077534021
2443	0.04074846094
2444	0.04072681204
2445	0.04069691338
2446	0.04067239898
2447	0.04063601767
2448	0.04061247408
2449	0.04056843078
2450	0.04054542984
2451	0.0404929016
2452	0.04047685862
2453	0.04043565813
2454	0.04038954457
2455	0.04033577093
2456	0.04031001786
2457	0.04027233426
2458	0.04022074115
2459	0.04019099757
2460	0.04014470527
2461	0.04012123141
2462	0.04006756671
2463	0.04002841386
2464	0.03998542471
2465	0.03994851561
2466	0.03991354898
2467	0.0398937234
2468	0.03985484004
2469	0.03981163079
2470	0.0397823971
2471	0.03974391092
2472	0.03971043816
2473	0.03968152242
2474	0.0396468796
2475	0.03961282165
2476	0.03956078454
2477	0.03952889639
2478	0.03950016614
2479	0.03946524025
2480	0.03942120645
2481	0.03940374374
2482	0.03937639533
2483	0.03935619058
2484	0.03932372019
2485	0.03930131075
2486	0.03925446799
2487	0.03921585762
2488	0.03918280054
2489	0.03914630032
2490	0.03913609797
2491	0.03909655204
2492	0.03907166946
2493	0.0390443862
2494	0.03902255936
2495	0.03898605467
2496	0.03897166849
2497	0.03895655901
2498	0.03891545969
2499	0.03887888994
