iter	RMSE
727	0.2143159606
728	0.2139250967
729	0.2136825448
730	0.2135527361
731	0.21340948
732	0.2131777543
733	0.2129891557
734	0.2127835974
735	0.2125781406
736	0.2122508727
737	0.2119074159
738	0.2116769523
739	0.2113216516
740	0.2111303203
741	0.2106192668
742	0.210085654
743	0.2099532059
744	0.2097795863
745	0.2093553187
746	0.2091874632
747	0.2088499887
748	0.2085201641
749	0.2082081626
750	0.2080666855
751	0.2077277248
752	0.2073799205
753	0.2070485566
754	0.2068402185
755	0.2067608367
756	0.2064732408
757	0.2062050252
758	0.2060714352
759	0.2058433895
760	0.2056946756
761	0.2055149786
762	0.2052247882
763	0.2050885475
764	0.204710797
765	0.2044245108
766	0.2041819295
767	0.2038688723
768	0.2036132722
769	0.2034745098
770	0.2033277875
771	0.2030584196
772	0.2026757055
773	0.202391271
774	0.2020079987
775	0.201810141
776	0.2014660861
777	0.2011256865
778	0.2009254632
779	0.2006819435
780	0.2003495278
781	0.1999868146
782	0.1997453524
783	0.1994091736
784	0.1990935341
785	0.1989220726
786	0.198731473
787	0.1983736946
788	0.1980246802
789	0.1978082513
790	0.1977226549
791	0.1976646341
792	0.1974199703
793	0.1971936397
794	0.1970201217
795	0.1968680211
796	0.1965814088
797	0.196222689
798	0.1961144747
799	0.1959848186
800	0.195686073
801	0.1955397077
802	0.1952511295
803	0.1951355828
804	0.1949154388
805	0.1948332215
806	0.1945845345
807	0.1944072118
808	0.194156258
809	0.1938220777
810	0.1935486907
811	0.1934276454
812	0.1930861623
813	0.1929576608
814	0.1928679097
815	0.1927219105
816	0.1926043791
817	0.1923444915
818	0.1920796462
819	0.191975619
820	0.1917205211
821	0.1915835962
822	0.1911865511
823	0.1910173053
824	0.1907630249
825	0.1907046186
826	0.1905663337
827	0.190263415
828	0.1901403634
829	0.1896991673
830	0.1894835336
831	0.1892426049
832	0.1889741748
833	0.1888053856
834	0.1885915458
835	0.1882417804
836	0.1880022676
837	0.1877368718
838	0.1875995195
839	0.1874802189
840	0.1870917125
841	0.1868476582
842	0.1865188576
843	0.1864197453
844	0.1863161301
845	0.1861508745
846	0.1857140088
847	0.1854596767
848	0.1851910322
849	0.1849919391
850	0.1847173872
851	0.1844975994
852	0.1843724683
853	0.1842108931
854	0.1841233425
855	0.1838405011
856	0.1834664144
857	0.1832083646
858	0.1830927908
859	0.1829647997
860	0.1827623408
861	0.1826470133
862	0.1823668028
863	0.1820419445
864	0.181864773
865	0.1817434986
866	0.1815471582
867	0.1812559036
868	0.1811378425
869	0.1809208656
870	0.1806855692
871	0.1804636331
872	0.1802899784
873	0.1799126002
874	0.1796649654
875	0.1795015011
876	0.1792519021
877	0.1790108371
878	0.1788277352
879	0.1785742305
880	0.1783482832
881	0.1782422764
882	0.178006712
883	0.1777984209
884	0.1775085669
885	0.1774440713
886	0.1773080431
887	0.1770038891
888	0.1768482201
889	0.1765586879
890	0.1761856792
891	0.1758128362
892	0.1757659659
893	0.1755338975
894	0.1752859586
895	0.1751361853
896	0.174904198
897	0.1746875683
898	0.1744325105
899	0.1741361417
900	0.1739711995
901	0.1737903312
902	0.1736209975
903	0.173328164
904	0.1731498883
905	0.1729722073
906	0.1728312624
907	0.1726280274
908	0.1724746829
909	0.1722174959
910	0.1719790669
911	0.1717228485
912	0.1714605282
913	0.1711975406
914	0.1709893742
915	0.1708262497
916	0.1705401759
917	0.1703865092
918	0.1702603123
919	0.1700629854
920	0.1697333246
921	0.1696046864
922	0.1693460475
923	0.1692457345
924	0.1691363607
925	0.1690126861
926	0.1688383424
927	0.168655815
928	0.1684940635
929	0.1684227298
930	0.1681763146
931	0.1679282491
932	0.1678088319
933	0.1676473663
934	0.1674315902
935	0.1672791784
936	0.1670441292
937	0.1669593136
938	0.1666907828
939	0.1663906208
940	0.1661642152
941	0.1660431341
942	0.1658850533
943	0.1654825792
944	0.1652942125
945	0.1650047223
946	0.1646688384
947	0.1644513593
948	0.1643061603
949	0.1640129568
950	0.1638251843
951	0.1636117933
952	0.1634531325
953	0.1632537387
954	0.1629617915
955	0.162786024
956	0.1625869049
957	0.1625090057
958	0.1624323559
959	0.1622989793
960	0.1620215872
961	0.1619140961
962	0.1617948116
963	0.1616471205
964	0.1614675777
965	0.1612135872
966	0.1610452336
967	0.1609388573
968	0.1608247234
969	0.1604448266
970	0.1602907246
971	0.1601790737
972	0.1600661023
973	0.1599695888
974	0.1596570141
975	0.1594614517
976	0.1591510581
977	0.1589501908
978	0.1588505128
979	0.1586479127
980	0.1583733255
981	0.1582812149
982	0.1580876916
983	0.1579801769
984	0.1577206928
985	0.1576161075
986	0.1573203587
987	0.1571421365
988	0.1569708089
989	0.1568806344
990	0.1566957627
991	0.1566003077
992	0.156388804
993	0.1563041277
994	0.1560758968
995	0.1557796782
996	0.1555875282
997	0.1554031678
998	0.1553029042
999	0.1552307449
1000	0.1550744929
1001	0.1549196254
1002	0.1547006705
1003	0.1544170719
1004	0.1541206643
1005	0.1540455905
1006	0.1539310442
1007	0.1538860075
1008	0.1538066279
1009	0.1536727358
1010	0.1536219658
1011	0.1533925955
1012	0.153192474
1013	0.1529632698
1014	0.1528732141
1015	0.1527266635
1016	0.15245218
1017	0.1522703716
1018	0.1520257825
1019	0.1517295721
1020	0.1514814094
1021	0.1512993288
1022	0.1510963979
1023	0.1508847282
1024	0.1507656923
1025	0.1505179062
1026	0.1503446378
1027	0.1501884013
1028	0.150118058
1029	0.1499523757
1030	0.1497441909
1031	0.1495665506
1032	0.1493578274
1033	0.1491975032
1034	0.1491315157
1035	0.1490114809
1036	0.1487817544
1037	0.1486542092
1038	0.1483391014
1039	0.1480952269
1040	0.1478974569
1041	0.1477509797
1042	0.1476581317
1043	0.1475560968
1044	0.1474532935
1045	0.1472943281
1046	0.1471966855
1047	0.1470020979
1048	0.146777011
1049	0.1466943284
1050	0.1465245072
1051	0.1464124807
1052	0.1462266203
1053	0.146007686
1054	0.1458517553
1055	0.1458374001
1056	0.1456711084
1057	0.1454986044
1058	0.1452475106
1059	0.145007182
1060	0.1447633348
1061	0.1446989864
1062	0.1444635801
1063	0.1443618573
1064	0.144254798
1065	0.1440512585
1066	0.1438432586
1067	0.1437356751
1068	0.1435968679
1069	0.1434578825
1070	0.1433295758
1071	0.1432000532
1072	0.1429458146
1073	0.1428650292
1074	0.1427070206
1075	0.1425925109
1076	0.1424248358
1077	0.1422722523
1078	0.1420394898
1079	0.1418556353
1080	0.141743342
1081	0.1416115155
1082	0.1413475134
1083	0.1410949876
1084	0.141000402
1085	0.1408171803
1086	0.1406926511
1087	0.1404770083
1088	0.1402219203
1089	0.1401773061
1090	0.1399767716
1091	0.1398535501
1092	0.1397472971
1093	0.139585518
1094	0.1393535716
1095	0.1393196703
1096	0.1391883923
1097	0.1389827274
1098	0.1388894119
1099	0.1388013833
1100	0.1385682639
1101	0.1383769134
1102	0.1382375783
1103	0.1381164372
1104	0.1379273464
1105	0.1377913446
1106	0.1376072879
1107	0.1373996278
1108	0.1372658736
1109	0.1372177559
1110	0.1369857976
1111	0.1368406281
1112	0.1366255079
1113	0.1363883528
1114	0.1362348391
1115	0.1361442562
1116	0.135989982
1117	0.1358390164
1118	0.1355735137
1119	0.1353755405
1120	0.1352575074
1121	0.1350480745
1122	0.1348708235
1123	0.134782866
1124	0.1345730412
1125	0.134512315
1126	0.1343382625
1127	0.1341024431
1128	0.1338396036
1129	0.1337382123
1130	0.1335830198
1131	0.1334037529
1132	0.1332798437
1133	0.1330679377
1134	0.1329587957
1135	0.1328825256
1136	0.1327582187
1137	0.1326808694
1138	0.1325712077
1139	0.1324134054
1140	0.1323412362
1141	0.132234898
1142	0.1320240329
1143	0.1318809002
1144	0.1317026357
1145	0.1316594121
1146	0.1314789371
1147	0.1313707196
1148	0.1312211517
1149	0.1310469669
1150	0.1308699043
1151	0.1306467427
1152	0.1305302077
1153	0.1304706827
1154	0.1303224952
1155	0.1301941165
1156	0.130033048
1157	0.1299163185
1158	0.1298341171
1159	0.1296048198
1160	0.1295009051
1161	0.1291715494
1162	0.1290584359
1163	0.1289790966
1164	0.1289193456
1165	0.128861943
1166	0.1287461381
1167	0.1286498645
1168	0.1285175435
1169	0.1284215116
1170	0.1282912002
1171	0.1281091476
1172	0.1279468282
1173	0.1277864546
1174	0.1277048915
1175	0.1276392835
1176	0.1275024861
1177	0.1274059388
1178	0.1273027104
1179	0.1271028933
1180	0.1269106765
1181	0.1267611443
1182	0.1266419578
1183	0.126550365
1184	0.1264588751
1185	0.1264005751
1186	0.1262285086
1187	0.1261360187
1188	0.1260630257
1189	0.1259118628
1190	0.1257580692
1191	0.1255910161
1192	0.125508524
1193	0.1254006073
1194	0.1252936685
1195	0.1250675576
1196	0.1249125605
1197	0.1247566773
1198	0.1245704016
1199	0.124384681
1200	0.1242895291
1201	0.1241447592
1202	0.1239391025
1203	0.123692976
1204	0.123560707
1205	0.1234723071
1206	0.1233881248
1207	0.1232395266
1208	0.1230773015
1209	0.1229804396
1210	0.1228701585
1211	0.1228077758
1212	0.1226778033
1213	0.1225441011
1214	0.1224097903
1215	0.1223824875
1216	0.1222946435
1217	0.1221866639
1218	0.1220839043
1219	0.1219161331
1220	0.1218903572
1221	0.1217205883
1222	0.1215913209
1223	0.1212944063
1224	0.1210955446
1225	0.1209071114
1226	0.1207540293
1227	0.1205398735
1228	0.1204340724
1229	0.1203867668
1230	0.1202695973
1231	0.120206257
1232	0.120093658
1233	0.1199562395
1234	0.1198966936
1235	0.1197854864
1236	0.1197166229
1237	0.1195796008
1238	0.1194224591
1239	0.1192836187
1240	0.1191216962
1241	0.1190256436
1242	0.1189367372
1243	0.1187739033
1244	0.118667101
1245	0.1185724672
1246	0.1185173542
1247	0.1184526602
1248	0.1183542437
1249	0.1181800987
1250	0.1180499469
1251	0.1179754844
1252	0.1179544895
1253	0.1178971505
1254	0.1177687739
1255	0.1176547133
1256	0.1175171355
1257	0.1173718569
1258	0.1173099415
1259	0.1172416081
1260	0.1171654103
1261	0.1170674307
1262	0.1170486806
1263	0.1169364265
1264	0.1167624593
1265	0.1166585672
1266	0.1166124859
1267	0.1165215926
1268	0.1164114219
1269	0.1162840618
1270	0.1162463165
1271	0.1161557315
1272	0.1161127262
1273	0.1159078573
1274	0.1158398849
1275	0.1157561774
1276	0.1156860192
1277	0.1155622211
1278	0.1153985292
1279	0.1152881666
1280	0.1150770014
1281	0.1150084646
1282	0.1147971304
1283	0.1146569936
1284	0.1145380756
1285	0.1143839741
1286	0.1142437617
1287	0.1142148797
1288	0.1141090931
1289	0.1139944345
1290	0.1139575642
1291	0.1139216394
1292	0.1137568269
1293	0.1136959435
1294	0.1135862048
1295	0.1135237885
1296	0.1134937996
1297	0.1134446035
1298	0.1132450852
1299	0.1132170256
1300	0.113088166
1301	0.1130235641
1302	0.1129266751
1303	0.1128234576
1304	0.1126315627
1305	0.1125299934
1306	0.1124543776
1307	0.1123569955
1308	0.1123052799
1309	0.1122320776
1310	0.1121114681
1311	0.1120644744
1312	0.1118947097
1313	0.1117956879
1314	0.1117641132
1315	0.1117344242
1316	0.1116160985
1317	0.1114701285
1318	0.1114241738
1319	0.1113396424
1320	0.1113035288
1321	0.1112197361
1322	0.1111041534
1323	0.1109536049
1324	0.1108625202
1325	0.1107621453
1326	0.110659223
1327	0.1105609862
1328	0.110420851
1329	0.1103117879
1330	0.1102141038
1331	0.1100994024
1332	0.1099597197
1333	0.1099467965
1334	0.1099156734
1335	0.1097645158
1336	0.1097230273
1337	0.1096178099
1338	0.1094403209
1339	0.1093716563
1340	0.1092942903
1341	0.1092169359
1342	0.1091417773
1343	0.1090491999
1344	0.1089357668
1345	0.1087668668
1346	0.1086362821
1347	0.1085155125
1348	0.1083647669
1349	0.1082929616
1350	0.1082557523
1351	0.1080942643
1352	0.1079941812
1353	0.1078217642
1354	0.1076819975
1355	0.1075969148
1356	0.1074919568
1357	0.1074584731
1358	0.1073845717
1359	0.1072718898
1360	0.1071779208
1361	0.1070553146
1362	0.1069814815
1363	0.1068887529
1364	0.106788134
1365	0.106631279
1366	0.1065418128
1367	0.1064383183
1368	0.1062455316
1369	0.1061202261
1370	0.1060469864
1371	0.1058764742
1372	0.1058134743
1373	0.1057842405
1374	0.1056434875
1375	0.105464963
1376	0.1053487876
1377	0.1052423625
1378	0.1051416496
1379	0.1050502595
1380	0.1049069287
1381	0.1048020936
1382	0.1046669244
1383	0.1046117963
1384	0.1045022207
1385	0.1043614624
1386	0.1042414344
1387	0.1041369576
1388	0.104006726
1389	0.1039135656
1390	0.1037352259
1391	0.1036625183
1392	0.1035679842
1393	0.1034312338
1394	0.1032997716
1395	0.1032185441
1396	0.1031287367
1397	0.1030605667
1398	0.1029501232
1399	0.1029062546
1400	0.1027815889
1401	0.1026583637
1402	0.1025586188
1403	0.1025152067
1404	0.1024790294
1405	0.1023660499
1406	0.1022662789
1407	0.1021142904
1408	0.1020501307
1409	0.1019041061
1410	0.1018004306
1411	0.1016576448
1412	0.1015146078
1413	0.1013382695
1414	0.1012228786
1415	0.1011201582
1416	0.1010333677
1417	0.1009605808
1418	0.1008698089
1419	0.1008377333
1420	0.1007440042
1421	0.1006629515
1422	0.1005589613
1423	0.1004981462
1424	0.1003892333
1425	0.1003039323
1426	0.1002809525
1427	0.1001791318
1428	0.1001036397
1429	0.100005049
1430	0.09992722136
1431	0.09981680862
1432	0.09976264392
1433	0.09972602513
1434	0.09956494617
1435	0.09950820409
1436	0.09943100406
1437	0.09931016679
1438	0.09912688885
1439	0.09897969569
1440	0.09887787133
1441	0.09877700401
1442	0.09872073561
1443	0.09866347862
1444	0.0985911556
1445	0.09853548217
1446	0.09845186978
1447	0.09836354627
1448	0.09833651252
1449	0.09810883699
1450	0.09798196275
1451	0.09793821372
1452	0.09787671235
1453	0.09783824154
1454	0.09768060241
1455	0.09754378105
1456	0.09750974619
1457	0.09742471476
1458	0.09736957874
1459	0.09726934894
1460	0.09718539464
1461	0.09703173731
1462	0.09688870002
1463	0.09674004504
1464	0.09666776267
1465	0.09661885539
1466	0.09643987677
1467	0.09629385644
1468	0.09620700431
1469	0.09615271151
1470	0.09604923682
1471	0.09598325035
1472	0.09584007751
1473	0.09574748143
1474	0.09563826183
1475	0.0954789536
1476	0.09542863102
1477	0.09537541682
1478	0.09532521952
1479	0.09523907854
1480	0.09508553208
1481	0.09503427565
1482	0.09498066656
1483	0.09493361744
1484	0.0948790327
1485	0.09479234769
1486	0.09468508682
1487	0.09461559065
1488	0.09458668401
1489	0.09445902578
1490	0.09436873411
1491	0.09432152827
1492	0.09418374297
1493	0.09406771678
1494	0.09398774437
1495	0.09389978434
1496	0.09382656344
1497	0.09375501155
1498	0.09366785083
1499	0.09360165651
1500	0.0934810184
1501	0.09343892658
1502	0.09339417343
1503	0.09324566986
1504	0.09319648807
1505	0.09306338496
1506	0.09301289422
1507	0.09292058486
1508	0.09281154752
1509	0.09274601936
1510	0.09255726331
1511	0.09249033349
