Date	P	T	Q	Q_predicted_RandomForest	Q_predicted_CatBoost	nse_score_RandomForest	nse_score_Catboost
2015-06-20	6.359	12.583	2.1163	0.9030309307622766	1.4338885998495143	0.6861336845358852	0.7640098925533492
2015-06-21	6.574	14.038	3.0076	1.1518521212110466	1.6800497192421575	0.6861336845358852	0.7640098925533492
2015-06-22	18.838	17.125	2.4316	1.9093594336103314	1.566710583911479	0.6861336845358852	0.7640098925533492
2015-06-23	0.134	13.471	7.2237	5.045666000000001	3.9841842268741887	0.6861336845358852	0.7640098925533492
2015-06-24	0.0	14.714	2.7743	1.2657185878264232	1.390192112635726	0.6861336845358852	0.7640098925533492
2015-06-25	0.0	17.111	1.7936	0.9283695719442022	1.005526566990602	0.6861336845358852	0.7640098925533492
2015-06-26	0.0	19.039	1.3434	0.8891197540265849	0.9128682761397506	0.6861336845358852	0.7640098925533492
2015-06-27	0.402	19.42	1.1101	0.4864673044089657	0.826535079707378	0.6861336845358852	0.7640098925533492
2015-06-28	0.0	19.298	0.9223	0.39177792131517164	0.8460440958513601	0.6861336845358852	0.7640098925533492
2015-06-29	0.0	20.604	0.8166	0.49544970512371744	0.5349828780985983	0.6861336845358852	0.7640098925533492
2015-06-30	0.0	22.928	0.7255	0.36240927084312335	0.5243978111095254	0.6861336845358852	0.7640098925533492
2015-07-01	0.0	23.056	0.6526	0.3767382441528302	0.4606691849669654	0.6861336845358852	0.7640098925533492
2015-07-02	0.0	25.033	0.5979	0.3600026334859497	0.4533732407777187	0.6861336845358852	0.7640098925533492
2015-07-03	0.0	26.107	0.5596	0.30661893821231845	0.3616330822975551	0.6861336845358852	0.7640098925533492
2015-07-04	0.0	26.181	0.545	0.32235729053911644	0.3628518416145121	0.6861336845358852	0.7640098925533492
2015-07-05	8.858	27.432	0.5104	0.4610783163753512	0.24312231584348765	0.6861336845358852	0.7640098925533492
2015-07-06	0.008	23.974	1.1101	0.6095814428817267	0.4197464378927175	0.6861336845358852	0.7640098925533492
2015-07-07	1.182	26.444	0.627	0.40620893581165357	0.1380426541440769	0.6861336845358852	0.7640098925533492
2015-07-08	0.803	20.112	0.5341	0.3201178244827938	0.19280598542451188	0.6861336845358852	0.7640098925533492
2015-07-09	0.0	17.619	0.4685	0.3122523043102345	0.22314968302879734	0.6861336845358852	0.7640098925533492
2015-07-10	0.0	17.646	0.4429	0.36464516902946753	0.19639234715805975	0.6861336845358852	0.7640098925533492
2015-07-11	0.0	22.059	0.4211	0.30639365406284114	-0.05175411974421751	0.6861336845358852	0.7640098925533492
2015-07-12	0.005	22.173	0.4028	0.2855284089519845	0.10977005978927923	0.6861336845358852	0.7640098925533492
2015-07-13	0.001	20.679	0.3974	0.3104004078622577	0.2385600083403232	0.6861336845358852	0.7640098925533492
2015-07-14	0.0	23.519	0.3864	0.2841722486658282	0.26824725095245383	0.6861336845358852	0.7640098925533492
2015-07-15	0.0	22.409	0.3682	0.2528218136344106	0.3340184374326447	0.6861336845358852	0.7640098925533492
2015-07-16	0.0	24.185	0.3445	0.2607707843111312	0.10711424960533522	0.6861336845358852	0.7640098925533492
2015-07-17	0.453	24.034	0.3299	0.26637976134508035	0.17705008858811522	0.6861336845358852	0.7640098925533492
2015-07-18	1.961	21.499	0.3281	0.2544652817629563	0.3265523681702529	0.6861336845358852	0.7640098925533492
2015-07-19	4.314	23.276	0.3281	0.2768893682610855	0.27546905396621413	0.6861336845358852	0.7640098925533492
2015-07-20	0.0	23.686	0.3208	0.4239640034640839	0.21044134590351926	0.6861336845358852	0.7640098925533492
2015-07-21	0.0	24.839	0.2771	0.3191614216021163	0.10816297772592498	0.6861336845358852	0.7640098925533492
2015-07-22	5.364	24.251	0.2935	0.2696858853251059	-0.14804994667048166	0.6861336845358852	0.7640098925533492
2015-07-23	0.488	20.679	0.37	0.4381309767722733	0.12351382299861902	0.6861336845358852	0.7640098925533492
2015-07-24	14.138	21.403	0.6635	0.5576453996619716	0.35749867341103614	0.6861336845358852	0.7640098925533492
2015-07-25	0.0	19.047	0.7127	1.479854672895423	0.7454675455633676	0.6861336845358852	0.7640098925533492
2015-07-26	9.67	16.295	0.2898	0.5447446851414707	0.576419604411699	0.6861336845358852	0.7640098925533492
2015-07-27	0.0	18.706	0.7164	1.0472505302862967	0.59072000295989	0.6861336845358852	0.7640098925533492
2015-07-28	0.695	17.735	0.2862	0.4942158791891787	0.10777702236473408	0.6861336845358852	0.7640098925533492
2015-07-29	5.868	14.756	0.401	0.3505699064144716	0.3604597774310627	0.6861336845358852	0.7640098925533492
2015-07-30	0.0	15.087	0.4192	0.49144687780585405	0.18175731974472709	0.6861336845358852	0.7640098925533492
2015-07-31	0.041	17.064	0.257	0.3799686914504803	0.052316921972556996	0.6861336845358852	0.7640098925533492
2015-08-01	2.144	16.586	0.3081	0.3012145160208085	0.03361505538388321	0.6861336845358852	0.7640098925533492
2015-08-02	0.0	19.434	0.2534	0.31780341362695447	0.03255939671935426	0.6861336845358852	0.7640098925533492
2015-08-03	0.0	21.118	0.2406	0.3339810852874948	0.005043510103833526	0.6861336845358852	0.7640098925533492
2015-08-04	0.019	20.868	0.2297	0.28503201373811055	0.1716621154602025	0.6861336845358852	0.7640098925533492
2015-08-05	0.0	22.047	0.2242	0.27973525496213664	0.05861511484377013	0.6861336845358852	0.7640098925533492
2015-08-06	0.0	24.403	0.2224	0.2744076888069377	-0.03649704500476192	0.6861336845358852	0.7640098925533492
2015-08-07	0.0	25.325	0.2151	0.27267905705444373	0.18752050186333724	0.6861336845358852	0.7640098925533492
2015-08-08	0.0	26.506	0.2078	0.2654095316945872	0.19675977499141695	0.6861336845358852	0.7640098925533492
2015-08-09	53.439	23.361	1.008	1.7300158710801394	1.1246812258079295	0.6861336845358852	0.7640098925533492
2015-08-10	8.758	22.31	3.0112	10.69656	11.237661509015059	0.6861336845358852	0.7640098925533492
2015-08-11	0.003	22.739	0.7674	1.997942796193032	2.503064917853865	0.6861336845358852	0.7640098925533492
2015-08-12	0.0	23.558	0.4557	1.1158339142446636	1.776288781006485	0.6861336845358852	0.7640098925533492
2015-08-13	0.008	23.449	0.381	0.5903471709962534	1.0063640232933677	0.6861336845358852	0.7640098925533492
2015-08-14	1.697	19.81	0.3427	1.0208720848327906	0.8171440708059035	0.6861336845358852	0.7640098925533492
2015-08-15	10.673	16.392	0.6106	0.48156591111719094	1.146031616738688	0.6861336845358852	0.7640098925533492
2015-08-16	8.058	15.617	0.8421	0.9610339326543201	1.464852212255967	0.6861336845358852	0.7640098925533492
2015-08-17	0.0	15.77	0.4812	1.5280900201958187	1.042164622940694	0.6861336845358852	0.7640098925533492
2015-08-18	13.89	16.071	0.3372	0.8046636958856904	0.7249416364278597	0.6861336845358852	0.7640098925533492
