Date	P	T	Q	Q_predicted_RandomForest	Q_predicted_CatBoost	nse_score_RandomForest	nse_score_Catboost
2000-01-21	0.153	0.82	0.6052	0.5946312043492628	0.5987007027972497	0.6448621022810707	0.737645565476801
2000-01-22	4.886	1.349	0.6471	0.5869607646715036	0.6266224612680262	0.6448621022810707	0.737645565476801
2000-01-23	3.807	0.369	0.7528	0.9793483051276418	0.5516863016417938	0.6448621022810707	0.737645565476801
2000-01-24	0.052	-7.113	0.6598	1.43992406912415	0.5829267152400059	0.6448621022810707	0.737645565476801
2000-01-25	0.052	-9.345	0.5705	1.4325348531033546	0.45505073260071194	0.6448621022810707	0.737645565476801
2000-01-26	0.0	-9.545	0.5341	1.1151740805389614	0.5762735584768445	0.6448621022810707	0.737645565476801
2000-01-27	0.0	-8.7	0.5067	0.8721603582317886	0.6716451798785243	0.6448621022810707	0.737645565476801
2000-01-28	0.001	-3.707	0.5231	0.8956109732779988	0.6385920380658238	0.6448621022810707	0.737645565476801
2000-01-29	2.077	4.359	0.7419	0.7485965640834341	1.0304941837576242	0.6448621022810707	0.737645565476801
2000-01-30	1.856	7.885	1.9814	0.7807152431472048	1.5831950880567391	0.6448621022810707	0.737645565476801
2000-01-31	0.0	7.015	1.5002	0.9594089761756008	2.2888290472111352	0.6448621022810707	0.737645565476801
2000-02-01	0.0	2.343	1.2158	0.9004022057962529	1.588503519231703	0.6448621022810707	0.737645565476801
2000-02-02	10.672	3.998	1.5257	1.1299360346067648	2.2315135684159397	0.6448621022810707	0.737645565476801
2000-02-03	0.0	4.237	2.6248	4.819405471051935	3.6158802153780267	0.6448621022810707	0.737645565476801
2000-02-04	0.144	2.01	1.7681	1.2978389756583024	2.6369210026090633	0.6448621022810707	0.737645565476801
2000-02-05	0.07	4.337	1.3926	1.2842810844751655	1.679257747417585	0.6448621022810707	0.737645565476801
2000-02-06	0.0	3.668	1.1921	1.7632021142572445	1.616919171174472	0.6448621022810707	0.737645565476801
2000-02-07	1.035	5.939	1.0335	0.9741284895753355	1.6829427947067668	0.6448621022810707	0.737645565476801
2000-02-08	7.453	8.692	1.0025	0.9288779416159155	1.2870091675828228	0.6448621022810707	0.737645565476801
2000-02-09	5.148	3.967	1.934	2.1987019344052223	1.7696060548507284	0.6448621022810707	0.737645565476801
2000-02-10	8.322	3.864	1.9486	7.334600874260751	3.961456289459962	0.6448621022810707	0.737645565476801
2000-02-11	5.006	2.981	4.3328	6.401352619047619	5.3003717400714425	0.6448621022810707	0.737645565476801
2000-02-12	0.318	1.717	3.1425	8.794202805555555	4.525729164662673	0.6448621022810707	0.737645565476801
2000-02-13	5.041	4.003	2.2639	4.070224362554113	3.3088649281613174	0.6448621022810707	0.737645565476801
2000-02-14	2.758	4.73	2.2931	2.5581518978015447	2.637154792455874	0.6448621022810707	0.737645565476801
2000-02-15	4.057	6.265	2.2675	1.729074523192757	2.537721911739597	0.6448621022810707	0.737645565476801
2000-02-16	5.284	3.332	3.4104	1.9662051042638606	2.487143199970199	0.6448621022810707	0.737645565476801
2000-02-17	0.697	0.202	3.0623	2.8050911121933617	2.514387877959946	0.6448621022810707	0.737645565476801
2000-02-18	2.599	1.954	2.2202	2.334734385561455	1.7152815741937943	0.6448621022810707	0.737645565476801
2000-02-19	5.933	4.475	2.0269	1.820713181691966	2.0288235055868125	0.6448621022810707	0.737645565476801
2000-02-20	2.862	0.774	2.7305	2.071090170478206	2.687991599031374	0.6448621022810707	0.737645565476801
2000-02-21	0.026	-1.507	2.8144	1.72903155845349	2.4979353397038535	0.6448621022810707	0.737645565476801
2000-02-22	0.026	-0.775	2.1472	1.7419230931208503	1.801430764851629	0.6448621022810707	0.737645565476801
2000-02-23	0.038	0.126	1.6733	1.6959084100108648	1.4230428195790783	0.6448621022810707	0.737645565476801
2000-02-24	2.873	2.308	1.4582	1.222651441274857	1.5573464638969332	0.6448621022810707	0.737645565476801
